split,participant_id,file_id,video_relpath,annotation_id,frame_start,frame_end,activity,canonical_activity,chunk_id
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,50,15828,15873,sitting_still,normal_surus,2
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,50,15873,15918,sitting_still,normal_surus,3
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,50,15918,15963,sitting_still,normal_surus,4
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,50,15963,16009,sitting_still,normal_surus,5
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,50,16009,16054,sitting_still,normal_surus,6
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,50,16054,16099,sitting_still,normal_surus,7
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,50,16099,16141,sitting_still,normal_surus,8
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,54,16344,16389,sitting_still,normal_surus,0
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,54,16389,16434,sitting_still,normal_surus,1
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,54,16434,16479,sitting_still,normal_surus,2
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,54,16479,16524,sitting_still,normal_surus,3
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,54,16524,16569,sitting_still,normal_surus,4
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,54,16569,16615,sitting_still,normal_surus,5
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,54,16615,16660,sitting_still,normal_surus,6
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,54,16660,16706,sitting_still,normal_surus,7
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,54,16706,16751,sitting_still,normal_surus,8
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,54,16751,16796,sitting_still,normal_surus,9
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,54,16796,16841,sitting_still,normal_surus,10
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,54,16841,16886,sitting_still,normal_surus,11
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,54,16886,16932,sitting_still,normal_surus,12
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,54,16932,16976,sitting_still,normal_surus,13
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,54,16976,17022,sitting_still,normal_surus,14
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,54,17022,17067,sitting_still,normal_surus,15
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,54,17067,17100,sitting_still,normal_surus,16
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,57,17257,17302,working_on_laptop,bilgisayar,0
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,57,17302,17347,working_on_laptop,bilgisayar,1
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,57,17347,17392,working_on_laptop,bilgisayar,2
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,57,17392,17438,working_on_laptop,bilgisayar,3
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,57,17438,17483,working_on_laptop,bilgisayar,4
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,57,17483,17528,working_on_laptop,bilgisayar,5
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,57,17528,17573,working_on_laptop,bilgisayar,6
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,57,17573,17618,working_on_laptop,bilgisayar,7
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,57,17618,17653,working_on_laptop,bilgisayar,8
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,59,17683,17727,interacting_with_phone,telefonla_konusma,0
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,59,17727,17773,interacting_with_phone,telefonla_konusma,1
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,59,17773,17818,interacting_with_phone,telefonla_konusma,2
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,59,17818,17862,interacting_with_phone,telefonla_konusma,3
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,59,17862,17908,interacting_with_phone,telefonla_konusma,4
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,59,17908,17952,interacting_with_phone,telefonla_konusma,5
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,59,17952,17998,interacting_with_phone,telefonla_konusma,6
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,59,17998,18042,interacting_with_phone,telefonla_konusma,7
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,59,18042,18088,interacting_with_phone,telefonla_konusma,8
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,59,18088,18133,interacting_with_phone,telefonla_konusma,9
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,59,18133,18172,interacting_with_phone,telefonla_konusma,10
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,62,18290,18335,working_on_laptop,bilgisayar,0
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,62,18335,18380,working_on_laptop,bilgisayar,1
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,62,18380,18425,working_on_laptop,bilgisayar,2
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,62,18425,18435,working_on_laptop,bilgisayar,3
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,64,18729,18774,sitting_still,normal_surus,0
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,64,18774,18819,sitting_still,normal_surus,1
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,64,18819,18865,sitting_still,normal_surus,2
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,64,18865,18910,sitting_still,normal_surus,3
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,64,18910,18955,sitting_still,normal_surus,4
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,64,18955,19000,sitting_still,normal_surus,5
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,64,19000,19045,sitting_still,normal_surus,6
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,64,19045,19090,sitting_still,normal_surus,7
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,64,19090,19135,sitting_still,normal_surus,8
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,64,19135,19180,sitting_still,normal_surus,9
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,64,19180,19226,sitting_still,normal_surus,10
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,64,19226,19270,sitting_still,normal_surus,11
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,64,19270,19315,sitting_still,normal_surus,12
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,64,19315,19361,sitting_still,normal_surus,13
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,64,19361,19406,sitting_still,normal_surus,14
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,64,19406,19451,sitting_still,normal_surus,15
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,64,19451,19483,sitting_still,normal_surus,16
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,66,19516,19562,interacting_with_phone,telefonla_konusma,0
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,66,19562,19607,interacting_with_phone,telefonla_konusma,1
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,66,19607,19653,interacting_with_phone,telefonla_konusma,2
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,66,19653,19698,interacting_with_phone,telefonla_konusma,3
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,66,19698,19743,interacting_with_phone,telefonla_konusma,4
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,68,19776,19821,sitting_still,normal_surus,0
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,68,19821,19853,sitting_still,normal_surus,1
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,75,20315,20360,drinking,su_icme,0
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,75,20360,20406,drinking,su_icme,1
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,75,20406,20415,drinking,su_icme,2
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,82,20709,20755,sitting_still,normal_surus,0
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,82,20755,20799,sitting_still,normal_surus,1
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,82,20799,20844,sitting_still,normal_surus,2
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,82,20844,20889,sitting_still,normal_surus,3
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,82,20889,20934,sitting_still,normal_surus,4
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,82,20934,20979,sitting_still,normal_surus,5
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,82,20979,21024,sitting_still,normal_surus,6
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,82,21024,21069,sitting_still,normal_surus,7
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,82,21069,21114,sitting_still,normal_surus,8
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,82,21114,21160,sitting_still,normal_surus,9
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,82,21160,21204,sitting_still,normal_surus,10
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,82,21204,21249,sitting_still,normal_surus,11
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,82,21249,21295,sitting_still,normal_surus,12
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,82,21295,21340,sitting_still,normal_surus,13
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,82,21340,21385,sitting_still,normal_surus,14
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,82,21385,21430,sitting_still,normal_surus,15
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,82,21430,21475,sitting_still,normal_surus,16
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,82,21475,21520,sitting_still,normal_surus,17
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,82,21520,21565,sitting_still,normal_surus,18
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,82,21565,21610,sitting_still,normal_surus,19
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,82,21610,21655,sitting_still,normal_surus,20
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,82,21655,21701,sitting_still,normal_surus,21
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,82,21701,21746,sitting_still,normal_surus,22
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,82,21746,21791,sitting_still,normal_surus,23
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,82,21791,21836,sitting_still,normal_surus,24
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,82,21836,21881,sitting_still,normal_surus,25
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,82,21881,21926,sitting_still,normal_surus,26
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,82,21926,21972,sitting_still,normal_surus,27
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,82,21972,22017,sitting_still,normal_surus,28
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,82,22017,22062,sitting_still,normal_surus,29
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,82,22062,22108,sitting_still,normal_surus,30
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,82,22108,22152,sitting_still,normal_surus,31
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,82,22152,22198,sitting_still,normal_surus,32
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,82,22198,22242,sitting_still,normal_surus,33
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,82,22242,22287,sitting_still,normal_surus,34
train,2,vp2/run1_2018-05-03-14-08-31.kinect_color,vp2/run1_2018-05-03-14-08-31.kinect_color.mp4,82,22287,22318,sitting_still,normal_surus,35
train,2,vp2/run2_2018-05-24-17-22-26.kinect_color,vp2/run2_2018-05-24-17-22-26.kinect_color.mp4,7,3516,3562,sitting_still,normal_surus,0
train,2,vp2/run2_2018-05-24-17-22-26.kinect_color,vp2/run2_2018-05-24-17-22-26.kinect_color.mp4,7,3562,3607,sitting_still,normal_surus,1
train,2,vp2/run2_2018-05-24-17-22-26.kinect_color,vp2/run2_2018-05-24-17-22-26.kinect_color.mp4,7,3607,3652,sitting_still,normal_surus,2
train,2,vp2/run2_2018-05-24-17-22-26.kinect_color,vp2/run2_2018-05-24-17-22-26.kinect_color.mp4,7,3652,3697,sitting_still,normal_surus,3
train,2,vp2/run2_2018-05-24-17-22-26.kinect_color,vp2/run2_2018-05-24-17-22-26.kinect_color.mp4,7,3697,3744,sitting_still,normal_surus,4
train,2,vp2/run2_2018-05-24-17-22-26.kinect_color,vp2/run2_2018-05-24-17-22-26.kinect_color.mp4,7,3744,3789,sitting_still,normal_surus,5
train,2,vp2/run2_2018-05-24-17-22-26.kinect_color,vp2/run2_2018-05-24-17-22-26.kinect_color.mp4,7,3789,3835,sitting_still,normal_surus,6
train,2,vp2/run2_2018-05-24-17-22-26.kinect_color,vp2/run2_2018-05-24-17-22-26.kinect_color.mp4,7,3835,3880,sitting_still,normal_surus,7
train,2,vp2/run2_2018-05-24-17-22-26.kinect_color,vp2/run2_2018-05-24-17-22-26.kinect_color.mp4,7,3880,3925,sitting_still,normal_surus,8
train,2,vp2/run2_2018-05-24-17-22-26.kinect_color,vp2/run2_2018-05-24-17-22-26.kinect_color.mp4,7,3925,3970,sitting_still,normal_surus,9
train,2,vp2/run2_2018-05-24-17-22-26.kinect_color,vp2/run2_2018-05-24-17-22-26.kinect_color.mp4,7,3970,4016,sitting_still,normal_surus,10
train,2,vp2/run2_2018-05-24-17-22-26.kinect_color,vp2/run2_2018-05-24-17-22-26.kinect_color.mp4,7,4016,4061,sitting_still,normal_surus,11
train,2,vp2/run2_2018-05-24-17-22-26.kinect_color,vp2/run2_2018-05-24-17-22-26.kinect_color.mp4,7,4061,4065,sitting_still,normal_surus,12
train,2,vp2/run2_2018-05-24-17-22-26.kinect_color,vp2/run2_2018-05-24-17-22-26.kinect_color.mp4,17,5758,5803,sitting_still,normal_surus,0
train,2,vp2/run2_2018-05-24-17-22-26.kinect_color,vp2/run2_2018-05-24-17-22-26.kinect_color.mp4,17,5803,5848,sitting_still,normal_surus,1
train,2,vp2/run2_2018-05-24-17-22-26.kinect_color,vp2/run2_2018-05-24-17-22-26.kinect_color.mp4,17,5848,5893,sitting_still,normal_surus,2
train,2,vp2/run2_2018-05-24-17-22-26.kinect_color,vp2/run2_2018-05-24-17-22-26.kinect_color.mp4,17,5893,5939,sitting_still,normal_surus,3
train,2,vp2/run2_2018-05-24-17-22-26.kinect_color,vp2/run2_2018-05-24-17-22-26.kinect_color.mp4,17,5939,5943,sitting_still,normal_surus,4
train,2,vp2/run2_2018-05-24-17-22-26.kinect_color,vp2/run2_2018-05-24-17-22-26.kinect_color.mp4,26,8056,8101,sitting_still,normal_surus,0
train,2,vp2/run2_2018-05-24-17-22-26.kinect_color,vp2/run2_2018-05-24-17-22-26.kinect_color.mp4,26,8101,8146,sitting_still,normal_surus,1
train,2,vp2/run2_2018-05-24-17-22-26.kinect_color,vp2/run2_2018-05-24-17-22-26.kinect_color.mp4,26,8146,8191,sitting_still,normal_surus,2
train,2,vp2/run2_2018-05-24-17-22-26.kinect_color,vp2/run2_2018-05-24-17-22-26.kinect_color.mp4,26,8191,8236,sitting_still,normal_surus,3
train,2,vp2/run2_2018-05-24-17-22-26.kinect_color,vp2/run2_2018-05-24-17-22-26.kinect_color.mp4,26,8236,8281,sitting_still,normal_surus,4
train,2,vp2/run2_2018-05-24-17-22-26.kinect_color,vp2/run2_2018-05-24-17-22-26.kinect_color.mp4,26,8281,8299,sitting_still,normal_surus,5
train,2,vp2/run2_2018-05-24-17-22-26.kinect_color,vp2/run2_2018-05-24-17-22-26.kinect_color.mp4,32,8836,8882,sitting_still,normal_surus,0
train,2,vp2/run2_2018-05-24-17-22-26.kinect_color,vp2/run2_2018-05-24-17-22-26.kinect_color.mp4,32,8882,8928,sitting_still,normal_surus,1
train,2,vp2/run2_2018-05-24-17-22-26.kinect_color,vp2/run2_2018-05-24-17-22-26.kinect_color.mp4,32,8928,8935,sitting_still,normal_surus,2
train,2,vp2/run2_2018-05-24-17-22-26.kinect_color,vp2/run2_2018-05-24-17-22-26.kinect_color.mp4,36,9667,9713,sitting_still,normal_surus,0
train,2,vp2/run2_2018-05-24-17-22-26.kinect_color,vp2/run2_2018-05-24-17-22-26.kinect_color.mp4,36,9713,9759,sitting_still,normal_surus,1
train,2,vp2/run2_2018-05-24-17-22-26.kinect_color,vp2/run2_2018-05-24-17-22-26.kinect_color.mp4,36,9759,9805,sitting_still,normal_surus,2
train,2,vp2/run2_2018-05-24-17-22-26.kinect_color,vp2/run2_2018-05-24-17-22-26.kinect_color.mp4,36,9805,9851,sitting_still,normal_surus,3
train,2,vp2/run2_2018-05-24-17-22-26.kinect_color,vp2/run2_2018-05-24-17-22-26.kinect_color.mp4,36,9851,9897,sitting_still,normal_surus,4
train,2,vp2/run2_2018-05-24-17-22-26.kinect_color,vp2/run2_2018-05-24-17-22-26.kinect_color.mp4,36,9897,9942,sitting_still,normal_surus,5
train,2,vp2/run2_2018-05-24-17-22-26.kinect_color,vp2/run2_2018-05-24-17-22-26.kinect_color.mp4,36,9942,9958,sitting_still,normal_surus,6
train,2,vp2/run2_2018-05-24-17-22-26.kinect_color,vp2/run2_2018-05-24-17-22-26.kinect_color.mp4,42,10702,10747,drinking,su_icme,0
train,2,vp2/run2_2018-05-24-17-22-26.kinect_color,vp2/run2_2018-05-24-17-22-26.kinect_color.mp4,42,10747,10793,drinking,su_icme,1
train,2,vp2/run2_2018-05-24-17-22-26.kinect_color,vp2/run2_2018-05-24-17-22-26.kinect_color.mp4,60,12688,12734,working_on_laptop,bilgisayar,0
train,2,vp2/run2_2018-05-24-17-22-26.kinect_color,vp2/run2_2018-05-24-17-22-26.kinect_color.mp4,60,12734,12779,working_on_laptop,bilgisayar,1
train,2,vp2/run2_2018-05-24-17-22-26.kinect_color,vp2/run2_2018-05-24-17-22-26.kinect_color.mp4,60,12779,12824,working_on_laptop,bilgisayar,2
train,2,vp2/run2_2018-05-24-17-22-26.kinect_color,vp2/run2_2018-05-24-17-22-26.kinect_color.mp4,60,12824,12869,working_on_laptop,bilgisayar,3
train,2,vp2/run2_2018-05-24-17-22-26.kinect_color,vp2/run2_2018-05-24-17-22-26.kinect_color.mp4,60,12869,12914,working_on_laptop,bilgisayar,4
train,2,vp2/run2_2018-05-24-17-22-26.kinect_color,vp2/run2_2018-05-24-17-22-26.kinect_color.mp4,60,12914,12959,working_on_laptop,bilgisayar,5
train,2,vp2/run2_2018-05-24-17-22-26.kinect_color,vp2/run2_2018-05-24-17-22-26.kinect_color.mp4,60,12959,13004,working_on_laptop,bilgisayar,6
train,2,vp2/run2_2018-05-24-17-22-26.kinect_color,vp2/run2_2018-05-24-17-22-26.kinect_color.mp4,60,13004,13050,working_on_laptop,bilgisayar,7
train,2,vp2/run2_2018-05-24-17-22-26.kinect_color,vp2/run2_2018-05-24-17-22-26.kinect_color.mp4,60,13050,13095,working_on_laptop,bilgisayar,8
train,2,vp2/run2_2018-05-24-17-22-26.kinect_color,vp2/run2_2018-05-24-17-22-26.kinect_color.mp4,60,13095,13140,working_on_laptop,bilgisayar,9
train,2,vp2/run2_2018-05-24-17-22-26.kinect_color,vp2/run2_2018-05-24-17-22-26.kinect_color.mp4,60,13140,13186,working_on_laptop,bilgisayar,10
train,2,vp2/run2_2018-05-24-17-22-26.kinect_color,vp2/run2_2018-05-24-17-22-26.kinect_color.mp4,60,13186,13231,working_on_laptop,bilgisayar,11
train,2,vp2/run2_2018-05-24-17-22-26.kinect_color,vp2/run2_2018-05-24-17-22-26.kinect_color.mp4,60,13231,13277,working_on_laptop,bilgisayar,12
train,2,vp2/run2_2018-05-24-17-22-26.kinect_color,vp2/run2_2018-05-24-17-22-26.kinect_color.mp4,60,13277,13303,working_on_laptop,bilgisayar,13
train,2,vp2/run2_2018-05-24-17-22-26.kinect_color,vp2/run2_2018-05-24-17-22-26.kinect_color.mp4,62,13378,13423,interacting_with_phone,telefonla_konusma,0
train,2,vp2/run2_2018-05-24-17-22-26.kinect_color,vp2/run2_2018-05-24-17-22-26.kinect_color.mp4,62,13423,13468,interacting_with_phone,telefonla_konusma,1
train,2,vp2/run2_2018-05-24-17-22-26.kinect_color,vp2/run2_2018-05-24-17-22-26.kinect_color.mp4,62,13468,13514,interacting_with_phone,telefonla_konusma,2
train,2,vp2/run2_2018-05-24-17-22-26.kinect_color,vp2/run2_2018-05-24-17-22-26.kinect_color.mp4,62,13514,13558,interacting_with_phone,telefonla_konusma,3
train,2,vp2/run2_2018-05-24-17-22-26.kinect_color,vp2/run2_2018-05-24-17-22-26.kinect_color.mp4,62,13558,13604,interacting_with_phone,telefonla_konusma,4
train,2,vp2/run2_2018-05-24-17-22-26.kinect_color,vp2/run2_2018-05-24-17-22-26.kinect_color.mp4,62,13604,13648,interacting_with_phone,telefonla_konusma,5
